;ADVANTEST CORP;AJINOMOTO CO;ALL NIPPON AIRWAYS Y50;ASAHI BANK;ASAHI BREWERIES;ASAHI CHEMICAL IND CO;ASAHI GLASS CO;BANK TOKYO-MITSUBISHI;BRIDGESTONE CORP;CANON INC;CASIO COMPUTER CO;CITIZEN WATCH CO;DAI NIPPON PRINTING CO;DAI-ICHI KANGYO BANK Y50;DAIWA SECURITIES GROUP;DENSO CORP;FANUC;FUJI BANK;FUJI PHOTO FILM CO;FUJITSU;HITACHI;HONDA MOTOR CO;INDUSTRIAL BANK OF JAPAN;ITO-YOKADO CO;JAPAN AIRCRAFT MFG CO;JUSCO CO;KANSAI ELECTRIC POWER CO;KAO CORP;KAWASAKI STEEL CORP;KIRIN BREWERY CO;KOMATSU;KYOCERA CORP
2821910400000;350,9;1752,6;1849,7;600,2;1093,4;725,5;683;802,1;517,6;790,8;1045,4;554,1;941;1045,5;1059,5;1106,7;3568,4;900,1;1066,9;1131,1;747,6;355,6;1658,8;1774,3;109,2;452,7;1014,1;1332,3;891,5;768,34;280,45;1323,862
2822169600000;350,75;1746,1;1849,6;599,6;1092,2;724,9;682;801,8;516,8;789,4;1045,2;553,8;940;1045;1059;1106,6;3567,2;899,9;1066,7;1130,8;746,8;354,8;1658,4;1773,4;109,2;452,6;1013,8;1331,4;891;768,15;280,225;1322,985
2822256000000;350,6;1752,6;1849,5;599;1091;724,3;681;801,5;516;788;1045;553,5;939;1044,5;1058,5;1106,5;3566;899,7;1066,5;1130,5;746;354;1658;1772,5;109,2;452,5;1013,5;1330,5;890,5;767,96;280;1322,108
2822342400000;350,45;1746,1;1849,4;598,4;1089,8;723,7;680;801,2;515,2;786,6;1044,8;553,2;938;1044;1058;1106,4;3564,8;899,5;1066,3;1130,2;745,2;353,2;1657,6;1771,6;109,2;452,4;1013,2;1329,6;890;767,77;279,775;1321,231
2822428800000;350,3;1778,7;1849,3;597,8;1088,6;723,1;679;800,9;514,4;785,2;1044,6;552,9;937;1043,5;1057,5;1106,3;3563,6;899,3;1066,1;1129,9;744,4;352,4;1657,2;1770,7;109,2;452,3;1012,9;1328,7;889,5;767,58;279,55;1320,354
2822515200000;350,15;1765,7;1849,2;597,2;1087,4;722,5;678;800,6;513,6;783,8;1044,4;552,6;936;1043;1057;1106,2;3562,4;899,1;1065,9;1129,6;743,6;351,6;1656,8;1769,8;109,2;452,2;1012,6;1327,8;889;767,39;279,325;1319,477
2822774400000;350;1772,2;1849,1;596,6;1086,2;721,9;677;800,3;512,8;782,4;1044,2;552,3;935;1042,5;1056,5;1106,1;3561,2;898,9;1065,7;1129,3;742,8;350,8;1656,4;1768,9;109,2;452,1;1012,3;1326,9;888,5;767,2;279,1;1318,6
2822860800000;349,85;1778,7;1849;596;1085;721,3;676;800;512;781;1044;552;934;1042;1056;1106;3560;898,7;1065,5;1129;742;350;1656;1768;109,2;452;1012;1326;888;767,01;278,875;1317,723
2822947200000;349,7;1785,2;1848,9;595,4;1083,8;720,7;675;799,7;511,2;779,6;1043,8;551,7;933;1041,5;1055,5;1105,9;3558,8;898,5;1065,3;1128,7;741,2;349,2;1655,6;1767,1;109,2;451,9;1011,7;1325,1;887,5;766,82;278,65;1316,846
2823033600000;349,55;1778,7;1848,8;594,8;1082,6;720,1;674;799,4;510,4;778,2;1043,6;551,4;932;1041;1055;1105,8;3557,6;898,3;1065,1;1128,4;740,4;348,4;1655,2;1766,2;109,2;451,8;1011,4;1324,2;887;766,63;278,425;1315,969
2823120000000;349,4;1778,7;1848,7;594,2;1081,4;719,5;673;799,1;509,6;776,8;1043,4;551,1;931;1040,5;1054,5;1105,7;3556,4;898,1;1064,9;1128,1;739,6;347,6;1654,8;1765,3;109,2;451,7;1011,1;1323,3;886,5;766,44;278,2;1315,092
2823379200000;349,25;1739,6;1848,6;593,6;1080,2;718,9;672;798,8;508,8;775,4;1043,2;550,8;930;1040;1054;1105,6;3555,2;897,9;1064,7;1127,8;738,8;346,8;1654,4;1764,4;109,2;451,6;1010,8;1322,4;886;766,25;277,975;1314,215
2823465600000;349,1;1694;1848,5;593;1079;718,3;671;798,5;508;774;1043;550,5;929;1039,5;1053,5;1105,5;3554;897,7;1064,5;1127,5;738;346;1654;1763,5;109,2;451,5;1010,5;1321,5;885,5;766,06;277,75;1313,338
2823552000000;348,95;1726,6;1848,4;592,4;1077,8;717,7;670;798,2;507,2;772,6;1042,8;550,2;928;1039;1053;1105,4;3552,8;897,5;1064,3;1127,2;737,2;345,2;1653,6;1762,6;109,2;451,4;1010,2;1320,6;885;765,87;277,525;1312,461
2823638400000;348,8;1720,1;1848,3;591,8;1076,6;717,1;669;797,9;506,4;771,2;1042,6;549,9;927;1038,5;1052,5;1105,3;3551,6;897,3;1064,1;1126,9;736,4;344,4;1653,2;1761,7;109,2;451,3;1009,9;1319,7;884,5;765,68;277,3;1311,584
2823724800000;348,65;1726,6;1848,2;591,2;1075,4;716,5;668;797,6;505,6;769,8;1042,4;549,6;926;1038;1052;1105,2;3550,4;897,1;1063,9;1126,6;735,6;343,6;1652,8;1760,8;109,2;451,2;1009,6;1318,8;884;765,49;277,075;1310,707
2823984000000;348,5;1707;1848,1;590,6;1074,2;715,9;667;797,3;504,8;768,4;1042,2;549,3;925;1037,5;1051,5;1105,1;3549,2;896,9;1063,7;1126,3;734,8;342,8;1652,4;1759,9;109,2;451,1;1009,3;1317,9;883,5;765,3;276,85;1309,83
2824070400000;348,35;1720,1;1848;590;1073;715,3;666;797;504;767;1042;549;924;1037;1051;1105;3548;896,7;1063,5;1126;734;342;1652;1759;109,2;451;1009;1317;883;765,11;276,625;1308,953
2824156800000;348,2;1739,6;1847,9;589,4;1071,8;714,7;665;796,7;503,2;765,6;1041,8;548,7;923;1036,5;1050,5;1104,9;3546,8;896,5;1063,3;1125,7;733,2;341,2;1651,6;1758,1;109,2;450,9;1008,7;1316,1;882,5;764,92;276,4;1308,076
2824243200000;348,05;1726,6;1847,8;588,8;1070,6;714,1;664;796,4;502,4;764,2;1041,6;548,4;922;1036;1050;1104,8;3545,6;896,3;1063,1;1125,4;732,4;340,4;1651,2;1757,2;109,2;450,8;1008,4;1315,2;882;764,73;276,175;1307,199
2824329600000;347,9;1759,1;1847,7;588,2;1069,4;713,5;663;796,1;501,6;762,8;1041,4;548,1;921;1035,5;1049,5;1104,7;3544,4;896,1;1062,9;1125,1;731,6;339,6;1650,8;1756,3;109,2;450,7;1008,1;1314,3;881,5;764,54;275,95;1306,322
2824588800000;347,75;1752,6;1847,6;587,6;1068,2;712,9;662;795,8;500,8;761,4;1041,2;547,8;920;1035;1049;1104,6;3543,2;895,9;1062,7;1124,8;730,8;338,8;1650,4;1755,4;109,2;450,6;1007,8;1313,4;881;764,35;275,725;1305,445
2824675200000;347,6;1733,1;1847,5;587;1067;712,3;661;795,5;500;760;1041;547,5;919;1034,5;1048,5;1104,5;3542;895,7;1062,5;1124,5;730;338;1650;1754,5;109,2;450,5;1007,5;1312,5;880,5;764,16;275,5;1304,568
2824761600000;347,45;1733,1;1847,4;586,4;1065,8;711,7;660;795,2;499,2;758,6;1040,8;547,2;918;1034;1048;1104,4;3540,8;895,5;1062,3;1124,2;729,2;337,2;1649,6;1753,6;109,2;450,4;1007,2;1311,6;880;763,97;275,275;1303,691
2824848000000;347,3;1713,5;1847,3;585,8;1064,6;711,1;659;794,9;498,4;757,2;1040,6;546,9;917;1033,5;1047,5;1104,3;3539,6;895,3;1062,1;1123,9;728,4;336,4;1649,2;1752,7;109,2;450,3;1006,9;1310,7;879,5;763,78;275,05;1302,814
2824934400000;347,15;1707;1847,2;585,2;1063,4;710,5;658;794,6;497,6;755,8;1040,4;546,6;916;1033;1047;1104,2;3538,4;895,1;1061,9;1123,6;727,6;335,6;1648,8;1751,8;109,2;450,2;1006,6;1309,8;879;763,59;274,825;1301,937
2825193600000;347;1720,1;1847,1;584,6;1062,2;709,9;657;794,3;496,8;754,4;1040,2;546,3;915;1032,5;1046,5;1104,1;3537,2;894,9;1061,7;1123,3;726,8;334,8;1648,4;1750,9;109,2;450,1;1006,3;1308,9;878,5;763,4;274,6;1301,06
2825280000000;346,85;1707;1847;584;1061;709,3;656;794;496;753;1040;546;914;1032;1046;1104;3536;894,7;1061,5;1123;726;334;1648;1750;109,2;450;1006;1308;878;763,21;274,375;1300,183
2825366400000;346,7;1713,5;1846,9;583,4;1059,8;708,7;655;793,7;495,2;751,6;1039,8;545,7;913;1031,5;1045,5;1103,9;3534,8;894,5;1061,3;1122,7;725,2;333,2;1647,6;1749,1;109,2;449,9;1005,7;1307,1;877,5;763,02;274,15;1299,306
2825452800000;346,55;1726,6;1846,8;582,8;1058,6;708,1;654;793,4;494,4;750,2;1039,6;545,4;912;1031;1045;1103,8;3533,6;894,3;1061,1;1122,4;724,4;332,4;1647,2;1748,2;109,2;449,8;1005,4;1306,2;877;762,83;273,925;1298,429
2825539200000;346,4;1707;1846,7;582,2;1057,4;707,5;653;793,1;493,6;748,8;1039,4;545,1;911;1030,5;1044,5;1103,7;3532,4;894,1;1060,9;1122,1;723,6;331,6;1646,8;1747,3;109,2;449,7;1005,1;1305,3;876,5;762,64;273,7;1297,552
2825798400000;346,25;1707;1846,6;581,6;1056,2;706,9;652;792,8;492,8;747,4;1039,2;544,8;910;1030;1044;1103,6;3531,2;893,9;1060,7;1121,8;722,8;330,8;1646,4;1746,4;109,2;449,6;1004,8;1304,4;876;762,45;273,475;1296,675
2825884800000;346,1;1726,6;1846,5;581;1055;706,3;651;792,5;492;746;1039;544,5;909;1029,5;1043,5;1103,5;3530;893,7;1060,5;1121,5;722;330;1646;1745,5;109,2;449,5;1004,5;1303,5;875,5;762,26;273,25;1295,798
2825971200000;345,95;1726,6;1846,4;580,4;1053,8;705,7;650;792,2;491,2;744,6;1038,8;544,2;908;1029;1043;1103,4;3528,8;893,5;1060,3;1121,2;721,2;329,2;1645,6;1744,6;109,2;449,4;1004,2;1302,6;875;762,07;273,025;1294,921
2826057600000;345,8;1707;1846,3;579,8;1052,6;705,1;649;791,9;490,4;743,2;1038,6;543,9;907;1028,5;1042,5;1103,3;3527,6;893,3;1060,1;1120,9;720,4;328,4;1645,2;1743,7;109,2;449,3;1003,9;1301,7;874,5;761,88;272,8;1294,044
2826144000000;345,65;1720,1;1846,2;579,2;1051,4;704,5;648;791,6;489,6;741,8;1038,4;543,6;906;1028;1042;1103,2;3526,4;893,1;1059,9;1120,6;719,6;327,6;1644,8;1742,8;109,2;449,2;1003,6;1300,8;874;761,69;272,575;1293,167
2826403200000;345,5;1726,6;1846,1;578,6;1050,2;703,9;647;791,3;488,8;740,4;1038,2;543,3;905;1027,5;1041,5;1103,1;3525,2;892,9;1059,7;1120,3;718,8;326,8;1644,4;1741,9;109,2;449,1;1003,3;1299,9;873,5;761,5;272,35;1292,29
2826489600000;345,35;1759,1;1846;578;1049;703,3;646;791;488;739;1038;543;904;1027;1041;1103;3524;892,7;1059,5;1120;718;326;1644;1741;109,2;449;1003;1299;873;761,31;272,125;1291,413
2826576000000;345,2;1759,1;1845,9;577,4;1047,8;702,7;645;790,7;487,2;737,6;1037,8;542,7;903;1026,5;1040,5;1102,9;3522,8;892,5;1059,3;1119,7;717,2;325,2;1643,6;1740,1;109,2;448,9;1002,7;1298,1;872,5;761,12;271,9;1290,536
2826662400000;345,05;1804,8;1845,8;576,8;1046,6;702,1;644;790,4;486,4;736,2;1037,6;542,4;902;1026;1040;1102,8;3521,6;892,3;1059,1;1119,4;716,4;324,4;1643,2;1739,2;109,2;448,8;1002,4;1297,2;872;760,93;271,675;1289,659
2826748800000;344,9;1863,4;1845,7;576,2;1045,4;701,5;643;790,1;485,6;734,8;1037,4;542,1;901;1025,5;1039,5;1102,7;3520,4;892,1;1058,9;1119,1;715,6;323,6;1642,8;1738,3;109,2;448,7;1002,1;1296,3;871,5;760,74;271,45;1288,782
2827008000000;344,75;1850,4;1845,6;575,6;1044,2;700,9;642;789,8;484,8;733,4;1037,2;541,8;900;1025;1039;1102,6;3519,2;891,9;1058,7;1118,8;714,8;322,8;1642,4;1737,4;109,2;448,6;1001,8;1295,4;871;760,55;271,225;1287,905
2827094400000;344,6;1824,3;1845,5;575;1043;700,3;641;789,5;484;732;1037;541,5;899;1024,5;1038,5;1102,5;3518;891,7;1058,5;1118,5;714;322;1642;1736,5;109,2;448,5;1001,5;1294,5;870,5;760,36;271;1287,028
2827180800000;344,45;1798,2;1845,4;574,4;1041,8;699,7;640;789,2;483,2;730,6;1036,8;541,2;898;1024;1038;1102,4;3516,8;891,5;1058,3;1118,2;713,2;321,2;1641,6;1735,6;109,2;448,4;1001,2;1293,6;870;760,17;270,775;1286,151
2827267200000;344,3;1824,3;1845,3;573,8;1040,6;699,1;639;788,9;482,4;729,2;1036,6;540,9;897;1023,5;1037,5;1102,3;3515,6;891,3;1058,1;1117,9;712,4;320,4;1641,2;1734,7;109,2;448,3;1000,9;1292,7;869,5;759,98;270,55;1285,274
2827353600000;344,15;1837,3;1845,2;573,2;1039,4;698,5;638;788,6;481,6;727,8;1036,4;540,6;896;1023;1037;1102,2;3514,4;891,1;1057,9;1117,6;711,6;319,6;1640,8;1733,8;109,2;448,2;1000,6;1291,8;869;759,79;270,325;1284,397
2827612800000;344;1837,3;1845,1;572,6;1038,2;697,9;637;788,3;480,8;726,4;1036,2;540,3;895;1022,5;1036,5;1102,1;3513,2;890,9;1057,7;1117,3;710,8;318,8;1640,4;1732,9;109,2;448,1;1000,3;1290,9;868,5;759,6;270,1;1283,52
2827699200000;343,85;1850,4;1845;572;1037;697,3;636;788;480;725;1036;540;894;1022;1036;1102;3512;890,7;1057,5;1117;710;318;1640;1732;109,2;448;1000;1290;868;759,41;269,875;1282,643
2827785600000;343,7;1843,8;1844,9;571,4;1035,8;696,7;635;787,7;479,2;723,6;1035,8;539,7;893;1021,5;1035,5;1101,9;3510,8;890,5;1057,3;1116,7;709,2;317,2;1639,6;1731,1;109,2;447,9;999,7;1289,1;867,5;759,22;269,65;1281,766
2827872000000;343,55;1896;1844,8;570,8;1034,6;696,1;634;787,4;478,4;722,2;1035,6;539,4;892;1021;1035;1101,8;3509,6;890,3;1057,1;1116,4;708,4;316,4;1639,2;1730,2;109,2;447,8;999,4;1288,2;867;759,03;269,425;1280,889
2827958400000;343,4;1889,5;1844,7;570,2;1033,4;695,5;633;787,1;477,6;720,8;1035,4;539,1;891;1020,5;1034,5;1101,7;3508,4;890,1;1056,9;1116,1;707,6;315,6;1638,8;1729,3;109,2;447,7;999,1;1287,3;866,5;758,84;269,2;1280,012
2828217600000;343,25;1869,9;1844,6;569,6;1032,2;694,9;632;786,8;476,8;719,4;1035,2;538,8;890;1020;1034;1101,6;3507,2;889,9;1056,7;1115,8;706,8;314,8;1638,4;1728,4;109,2;447,6;998,8;1286,4;866;758,65;268,975;1279,135
2828304000000;343,1;1850,4;1844,5;569;1031;694,3;631;786,5;476;718;1035;538,5;889;1019,5;1033,5;1101,5;3506;889,7;1056,5;1115,5;706;314;1638;1727,5;109,2;447,5;998,5;1285,5;865,5;758,46;268,75;1278,258
2828390400000;342,95;1863,4;1844,4;568,4;1029,8;693,7;630;786,2;475,2;716,6;1034,8;538,2;888;1019;1033;1101,4;3504,8;889,5;1056,3;1115,2;705,2;313,2;1637,6;1726,6;109,2;447,4;998,2;1284,6;865;758,27;268,525;1277,381
2828476800000;342,8;1869,9;1844,3;567,8;1028,6;693,1;629;785,9;474,4;715,2;1034,6;537,9;887;1018,5;1032,5;1101,3;3503,6;889,3;1056,1;1114,9;704,4;312,4;1637,2;1725,7;109,2;447,3;997,9;1283,7;864,5;758,08;268,3;1276,504
2828563200000;342,65;1856,9;1844,2;567,2;1027,4;692,5;628;785,6;473,6;713,8;1034,4;537,6;886;1018;1032;1101,2;3502,4;889,1;1055,9;1114,6;703,6;311,6;1636,8;1724,8;109,2;447,2;997,6;1282,8;864;757,89;268,075;1275,627
2828822400000;342,5;1896;1844,1;566,6;1026,2;691,9;627;785,3;472,8;712,4;1034,2;537,3;885;1017,5;1031,5;1101,1;3501,2;888,9;1055,7;1114,3;702,8;310,8;1636,4;1723,9;109,2;447,1;997,3;1281,9;863,5;757,7;267,85;1274,75
2828908800000;342,35;1889,5;1844;566;1025;691,3;626;785;472;711;1034;537;884;1017;1031;1101;3500;888,7;1055,5;1114;702;310;1636;1723;109,2;447;997;1281;863;757,51;267,625;1273,873
2828995200000;342,2;1876,4;1843,9;565,4;1023,8;690,7;625;784,7;471,2;709,6;1033,8;536,7;883;1016,5;1030,5;1100,9;3498,8;888,5;1055,3;1113,7;701,2;309,2;1635,6;1722,1;109,2;446,9;996,7;1280,1;862,5;757,32;267,4;1272,996
2829081600000;342,05;1869,9;1843,8;564,8;1022,6;690,1;624;784,4;470,4;708,2;1033,6;536,4;882;1016;1030;1100,8;3497,6;888,3;1055,1;1113,4;700,4;308,4;1635,2;1721,2;109,2;446,8;996,4;1279,2;862;757,13;267,175;1272,119
2829168000000;341,9;1863,4;1843,7;564,2;1021,4;689,5;623;784,1;469,6;706,8;1033,4;536,1;881;1015,5;1029,5;1100,7;3496,4;888,1;1054,9;1113,1;699,6;307,6;1634,8;1720,3;109,2;446,7;996,1;1278,3;861,5;756,94;266,95;1271,242
2829427200000;341,75;1869,9;1843,6;563,6;1020,2;688,9;622;783,8;468,8;705,4;1033,2;535,8;880;1015;1029;1100,6;3495,2;887,9;1054,7;1112,8;698,8;306,8;1634,4;1719,4;109,2;446,6;995,8;1277,4;861;756,75;266,725;1270,365
2829513600000;341,6;1869,9;1843,5;563;1019;688,3;621;783,5;468;704;1033;535,5;879;1014,5;1028,5;1100,5;3494;887,7;1054,5;1112,5;698;306;1634;1718,5;109,2;446,5;995,5;1276,5;860,5;756,56;266,5;1269,488
2829600000000;341,45;1863,4;1843,4;562,4;1017,8;687,7;620;783,2;467,2;702,6;1032,8;535,2;878;1014;1028;1100,4;3492,8;887,5;1054,3;1112,2;697,2;305,2;1633,6;1717,6;109,2;446,4;995,2;1275,6;860;756,37;266,275;1268,611
2829686400000;341,3;1863,4;1843,3;561,8;1016,6;687,1;619;782,9;466,4;701,2;1032,6;534,9;877;1013,5;1027,5;1100,3;3491,6;887,3;1054,1;1111,9;696,4;304,4;1633,2;1716,7;109,2;446,3;994,9;1274,7;859,5;756,18;266,05;1267,734
2829772800000;341,15;1856,9;1843,2;561,2;1015,4;686,5;618;782,6;465,6;699,8;1032,4;534,6;876;1013;1027;1100,2;3490,4;887,1;1053,9;1111,6;695,6;303,6;1632,8;1715,8;109,2;446,2;994,6;1273,8;859;755,99;265,825;1266,857
2830032000000;341;1850,4;1843,1;560,6;1014,2;685,9;617;782,3;464,8;698,4;1032,2;534,3;875;1012,5;1026,5;1100,1;3489,2;886,9;1053,7;1111,3;694,8;302,8;1632,4;1714,9;109,2;446,1;994,3;1272,9;858,5;755,8;265,6;1265,98
2830118400000;340,85;1850,4;1843;560;1013;685,3;616;782;464;697;1032;534;874;1012;1026;1100;3488;886,7;1053,5;1111;694;302;1632;1714;109,2;446;994;1272;858;755,61;265,375;1265,103
2830204800000;340,7;1843,8;1842,9;559,4;1011,8;684,7;615;781,7;463,2;695,6;1031,8;533,7;873;1011,5;1025,5;1099,9;3486,8;886,5;1053,3;1110,7;693,2;301,2;1631,6;1713,1;109,2;445,9;993,7;1271,1;857,5;755,42;265,15;1264,226
2830291200000;340,55;1856,9;1842,8;558,8;1010,6;684,1;614;781,4;462,4;694,2;1031,6;533,4;872;1011;1025;1099,8;3485,6;886,3;1053,1;1110,4;692,4;300,4;1631,2;1712,2;109,2;445,8;993,4;1270,2;857;755,23;264,925;1263,349
2830377600000;340,4;1863,4;1842,7;558,2;1009,4;683,5;613;781,1;461,6;692,8;1031,4;533,1;871;1010,5;1024,5;1099,7;3484,4;886,1;1052,9;1110,1;691,6;299,6;1630,8;1711,3;109,2;445,7;993,1;1269,3;856,5;755,04;264,7;1262,472
2830636800000;340,25;1869,9;1842,6;557,6;1008,2;682,9;612;780,8;460,8;691,4;1031,2;532,8;870;1010;1024;1099,6;3483,2;885,9;1052,7;1109,8;690,8;298,8;1630,4;1710,4;109,2;445,6;992,8;1268,4;856;754,85;264,475;1261,595
2830723200000;340,1;1863,4;1842,5;557;1007;682,3;611;780,5;460;690;1031;532,5;869;1009,5;1023,5;1099,5;3482;885,7;1052,5;1109,5;690;298;1630;1709,5;109,2;445,5;992,5;1267,5;855,5;754,66;264,25;1260,718
2830809600000;339,95;1843,8;1842,4;556,4;1005,8;681,7;610;780,2;459,2;688,6;1030,8;532,2;868;1009;1023;1099,4;3480,8;885,5;1052,3;1109,2;689,2;297,2;1629,6;1708,6;109,2;445,4;992,2;1266,6;855;754,47;264,025;1259,841
2830896000000;339,8;1824,3;1842,3;555,8;1004,6;681,1;609;779,9;458,4;687,2;1030,6;531,9;867;1008,5;1022,5;1099,3;3479,6;885,3;1052,1;1108,9;688,4;296,4;1629,2;1707,7;109,2;445,3;991,9;1265,7;854,5;754,28;263,8;1258,964
2830982400000;339,65;1824,3;1842,2;555,2;1003,4;680,5;608;779,6;457,6;685,8;1030,4;531,6;866;1008;1022;1099,2;3478,4;885,1;1051,9;1108,6;687,6;295,6;1628,8;1706,8;109,2;445,2;991,6;1264,8;854;754,09;263,575;1258,087
2831241600000;339,5;1791,7;1842,1;554,6;1002,2;679,9;607;779,3;456,8;684,4;1030,2;531,3;865;1007,5;1021,5;1099,1;3477,2;884,9;1051,7;1108,3;686,8;294,8;1628,4;1705,9;109,2;445,1;991,3;1263,9;853,5;753,9;263,35;1257,21
2831328000000;339,35;1785,2;1842;554;1001;679,3;606;779;456;683;1030;531;864;1007;1021;1099;3476;884,7;1051,5;1108;686;294;1628;1705;109,2;445;991;1263;853;753,71;263,125;1256,333
2831414400000;339,2;1791,7;1841,9;553,4;999,8;678,7;605;778,7;455,2;681,6;1029,8;530,7;863;1006,5;1020,5;1098,9;3474,8;884,5;1051,3;1107,7;685,2;293,2;1627,6;1704,1;109,2;444,9;990,7;1262,1;852,5;753,52;262,9;1255,456
2831500800000;339,05;1837,3;1841,8;552,8;998,6;678,1;604;778,4;454,4;680,2;1029,6;530,4;862;1006;1020;1098,8;3473,6;884,3;1051,1;1107,4;684,4;292,4;1627,2;1703,2;109,2;444,8;990,4;1261,2;852;753,33;262,675;1254,579
2831587200000;338,9;1837,3;1841,7;552,2;997,4;677,5;603;778,1;453,6;678,8;1029,4;530,1;861;1005,5;1019,5;1098,7;3472,4;884,1;1050,9;1107,1;683,6;291,6;1626,8;1702,3;109,2;444,7;990,1;1260,3;851,5;753,14;262,45;1253,702
2831846400000;338,75;1817,8;1841,6;551,6;996,2;676,9;602;777,8;452,8;677,4;1029,2;529,8;860;1005;1019;1098,6;3471,2;883,9;1050,7;1106,8;682,8;290,8;1626,4;1701,4;109,2;444,6;989,8;1259,4;851;752,95;262,225;1252,825
2831932800000;338,6;1853,6;1841,5;551;995;676,3;601;777,5;452;676;1029;529,5;859;1004,5;1018,5;1098,5;3470;883,7;1050,5;1106,5;682;290;1626;1700,5;109,2;444,5;989,5;1258,5;850,5;752,76;262;1251,948
2832019200000;338,45;1814,5;1841,4;550,4;993,8;675,7;600;777,2;451,2;674,6;1028,8;529,2;858;1004;1018;1098,4;3468,8;883,5;1050,3;1106,2;681,2;289,2;1625,6;1699,6;109,2;444,4;989,2;1257,6;850;752,57;261,775;1251,071
2832105600000;338,3;1827,5;1841,3;549,8;992,6;675,1;599;776,9;450,4;673,2;1028,6;528,9;857;1003,5;1017,5;1098,3;3467,6;883,3;1050,1;1105,9;680,4;288,4;1625,2;1698,7;109,2;444,3;988,9;1256,7;849,5;752,38;261,55;1250,194
2832192000000;338,15;1853,6;1841,2;549,2;991,4;674,5;598;776,6;449,6;671,8;1028,4;528,6;856;1003;1017;1098,2;3466,4;883,1;1049,9;1105,6;679,6;287,6;1624,8;1697,8;109,2;444,2;988,6;1255,8;849;752,19;261,325;1249,317
2832451200000;338;1827,5;1841,1;548,6;990,2;673,9;597;776,3;448,8;670,4;1028,2;528,3;855;1002,5;1016,5;1098,1;3465,2;882,9;1049,7;1105,3;678,8;286,8;1624,4;1696,9;109,2;444,1;988,3;1254,9;848,5;752;261,1;1248,44
2832537600000;337,85;1840,6;1841;548;989;673,3;596;776;448;669;1028;528;854;1002;1016;1098;3464;882,7;1049,5;1105;678;286;1624;1696;109,2;444;988;1254;848;751,81;260,875;1247,563
2832624000000;337,7;1834;1840,9;547,4;987,8;672,7;595;775,7;447,2;667,6;1027,8;527,7;853;1001,5;1015,5;1097,9;3462,8;882,5;1049,3;1104,7;677,2;285,2;1623,6;1695,1;109,2;443,9;987,7;1253,1;847,5;751,62;260,65;1246,686
2832710400000;337,55;1827,5;1840,8;546,8;986,6;672,1;594;775,4;446,4;666,2;1027,6;527,4;852;1001;1015;1097,8;3461,6;882,3;1049,1;1104,4;676,4;284,4;1623,2;1694,2;109,2;443,8;987,4;1252,2;847;751,43;260,425;1245,809
2832796800000;337,4;1801,4;1840,7;546,2;985,4;671,5;593;775,1;445,6;664,8;1027,4;527,1;851;1000,5;1014,5;1097,7;3460,4;882,1;1048,9;1104,1;675,6;283,6;1622,8;1693,3;109,2;443,7;987,1;1251,3;846,5;751,24;260,2;1244,932
2833056000000;337,25;1801,4;1840,6;545,6;984,2;670,9;592;774,8;444,8;663,4;1027,2;526,8;850;1000;1014;1097,6;3459,2;881,9;1048,7;1103,8;674,8;282,8;1622,4;1692,4;109,2;443,6;986,8;1250,4;846;751,05;259,975;1244,055
2833142400000;337,1;1801,4;1840,5;545;983;670,3;591;774,5;444;662;1027;526,5;849;999,5;1013,5;1097,5;3458;881,7;1048,5;1103,5;674;282;1622;1691,5;109,2;443,5;986,5;1249,5;845,5;750,86;259,75;1243,178
2833228800000;336,95;1781,8;1840,4;544,4;981,8;669,7;590;774,2;443,2;660,6;1026,8;526,2;848;999;1013;1097,4;3456,8;881,5;1048,3;1103,2;673,2;281,2;1621,6;1690,6;109,2;443,4;986,2;1248,6;845;750,67;259,525;1242,301
2833315200000;336,8;1768,8;1840,3;543,8;980,6;669,1;589;773,9;442,4;659,2;1026,6;525,9;847;998,5;1012,5;1097,3;3455,6;881,3;1048,1;1102,9;672,4;280,4;1621,2;1689,7;109,2;443,3;985,9;1247,7;844,5;750,48;259,3;1241,424
2833401600000;336,65;1788,3;1840,2;543,2;979,4;668,5;588;773,6;441,6;657,8;1026,4;525,6;846;998;1012;1097,2;3454,4;881,1;1047,9;1102,6;671,6;279,6;1620,8;1688,8;109,2;443,2;985,6;1246,8;844;750,29;259,075;1240,547
2833660800000;336,5;1781,8;1840,1;542,6;978,2;667,9;587;773,3;440,8;656,4;1026,2;525,3;845;997,5;1011,5;1097,1;3453,2;880,9;1047,7;1102,3;670,8;278,8;1620,4;1687,9;109,2;443,1;985,3;1245,9;843,5;750,1;258,85;1239,67
2833747200000;336,35;1807,9;1840;542;977;667,3;586;773;440;655;1026;525;844;997;1011;1097;3452;880,7;1047,5;1102;670;278;1620;1687;109,2;443;985;1245;843;749,91;258,625;1238,793
2833833600000;336,2;1853,6;1839,9;541,4;975,8;666,7;585;772,7;439,2;653,6;1025,8;524,7;843;996,5;1010,5;1096,9;3450,8;880,5;1047,3;1101,7;669,2;277,2;1619,6;1686,1;109,2;442,9;984,7;1244,1;842,5;749,72;258,4;1237,916
2833920000000;336,05;1840,6;1839,8;540,8;974,6;666,1;584;772,4;438,4;652,2;1025,6;524,4;842;996;1010;1096,8;3449,6;880,3;1047,1;1101,4;668,4;276,4;1619,2;1685,2;109,2;442,8;984,4;1243,2;842;749,53;258,175;1237,039
